,,UNIQUE DATE,avg CH4 (ppm),AT (C),H2S (ppb),RH (%),SO2 (ppb),WD (deg),WD_STD (deg),avg WS (km/h),WS_STD (km/h),BP_2 (mB),DEW_2 (C),PAR_16 (umol m-2 s-1),avg SR_29 (W/m2),VW20 (km/h),VW20_STD (km/h),GR (W/m2)
1,1505,2023-05-07,2.0525,16.975,0.375,36.975,2.4,157.45,31.725,12.2,5.4,975.5,0.98425,365.60325,176.131,0.7,2.05,103.975
1,1506,2023-05-08,2.03,21.6375,0.7,32.525,6.25,163.375,39.2875,9.1375,3.7875,971.875,3.806875,907.9875,445.0875,0.6,1.95,392.0125
1,1507,2023-05-09,2.135666667,16.45,2.45,63.8,13.51666667,166.7666667,43.95,5.866666667,2.416666667,973.6666667,8.511166667,626.1701667,315.5411667,0.316666667,1.233333333,349.9833333
1,1508,2023-05-10,2.2135,9.5,0.5,95.85,0.5,144.85,17.15,4.7,1.3,974,6.6305,0.123,0.0985,0.15,0.35,4.8
1,1509,2023-05-11,2.274,23.03333333,3.8,27.83333333,33.43333333,161.9,39.83333333,6.266666667,2.633333333,978,0.130666667,517.1333333,265.3666667,0.333333333,1.366666667,276.0666667
1,1510,2023-05-12,2.134764706,20.43529412,0.458823529,38.71764706,3.541176471,149.7529412,32.35294118,8.094117647,2.947058824,983.6470588,-0.501470588,519.7090588,278.802,0.652941176,1.735294118,261.5058824
1,1511,2023-05-13,2.2225,24.6,2.964285714,32.58571429,22.66428571,165.7142857,29.47857143,7.935714286,2.678571429,985.5714286,5.7155,458.1832143,269.0899286,0.378571429,1.735714286,275.75
1,1512,2023-05-14,2.11975,22.125,0.55,47.9,2.325,142.5,21.375,8.675,2.025,986,6.56025,527.6,334.675,0.375,1.4,446.525
1,1513,2023-05-15,2.3066,27.96,2.88,30.48,21.22,177.72,49.42,7.64,3.12,974.6,6.5666,606.054,315.4288,0.42,1.82,254.58
3,1516,2023-05-18,2.160833333,16.58333333,2.566666667,41.45,16.7,165.05,41.10833333,7.075,2.966666667,979.5,-0.20325,647.6956667,326.2685833,0.391666667,1.6,288.4416667
1,1517,2023-05-19,2.501,13.34,8.14,50.46,45.4,161.66,28.78,8.08,2.64,974.4,0.9472,51.1602,35.511,0.4,1.36,71.98
2,1519,2023-05-21,2.088,21.32857143,0.757142857,46.64285714,3.871428571,147.3142857,30.84285714,7.028571429,2.257142857,972.7142857,7.400571429,580.0428571,362.1428571,0.485714286,1.514285714,322.1428571
2,1521,2023-05-23,2.009,11.1,0.85,73.65,13.15,140.95,28.05,14.35,5.9,977,4.8965,46.49,22.6265,0.85,2.45,3.1
1,1522,2023-05-24,2.0705,11.5,0.9625,72.875,8.3,155.8375,35.8125,10.4125,3.5125,973.25,6.05375,253.042125,119.1695,0.675,1.9625,162.1625
1,1523,2023-05-25,2.055,15.625,0.4,60.775,0.6,146.575,30.25,5.5,2.25,976.25,6.61175,96.13775,57.0975,0.65,1.325,24.25
1,1524,2023-05-26,2.070555556,16.68888889,0.277777778,60.12222222,0.488888889,152.5444444,28.11111111,6.455555556,1.933333333,973.8888889,5.278666667,162.9977778,84.79255556,0.566666667,1.177777778,74.05555556
1,1525,2023-05-27,2.165133333,24.30666667,2.213333333,34.02,17.48,167.72,33.06666667,9.78,3.526666667,968.4666667,4.617,771.3662,402.1722,0.68,2.22,406.1666667
1,1526,2023-05-28,2.107333333,16.56666667,0.533333333,61.5,1.433333333,147.6333333,22.93333333,9.433333333,2.566666667,964.3333333,6.744666667,1.631,0.714333333,0.7,1.533333333,7.7
2,1528,2023-05-30,2.099,17.6,0.2,50.2,0.6,151.9,94.7,1.2,2.1,967,2.837,19.13,9.47,0.3,1,0.1
1,1529,2023-05-31,2.0108,23.82,0.36,37.26,5.08,155.06,39.6,5.4,2.28,969,5.6788,523.358,284.318,0.46,1.3,168.6
1,1530,2023-06-01,2.179666667,16.5,1.566666667,76.93333333,10.76666667,174.8666667,87.1,1.2,2.066666667,971.6666667,10.62,194.5633333,116.2856667,0.066666667,0.866666667,238.3
3,1533,2023-06-04,2.068,18.5,0.5,95.25,0.2,154.65,62.3,2.4,1.1,975.5,16.515,27.1775,16.936,0.5,0.95,5.9
3,1536,2023-06-07,2.202833333,15.75,1.833333333,64.45,5.116666667,159.9,39.95,6.866666667,2.45,969.5,5.917166667,85.084,60.94433333,0.583333333,1.483333333,120.7333333
2,1538,2023-06-09,2.12,25.95,2.2,35.36666667,14,169.9666667,41.78333333,6.216666667,2.283333333,976.5,7.639,890.1333333,455.5,0.45,1.616666667,392.8666667
1,1539,2023-06-10,2.029941176,25.88823529,0.417647059,43.11176471,3.094117647,158.3823529,33.8,10.47647059,3.882352941,970.5882353,10.58929412,639.3907059,352.4552353,1.017647059,2.435294118,366.2235294
1,1540,2023-06-11,2.026,23,0.3,47.5,1.1,155.7,30,9.9,3.2,968,10.24,0.026,0.042,0.8,1.8,0
2,1542,2023-06-13,2.0825,19.85,1.225,52.85,6.15,156.825,38.5,7.85,2.9,968.5,8.94875,313.97525,186.2545,0.525,1.85,297.45
3,1545,2023-06-16,2.199875,16.7,2.5,73.4125,14.8625,172.2875,34.8375,7.6875,2.975,964.75,10.676125,423.481125,210.988875,0.4,1.7,151.7625
1,1546,2023-06-17,2.2835,11.2,3.75,90.45,17.65,161.4,28.2,4.15,1.35,962,9.845,4.93,2.24,0.15,1.25,16.95
5,1551,2023-06-22,2.182666667,15.96666667,1.166666667,69.76666667,0.4,146.0333333,32.56666667,5.566666667,1.666666667,974,7.494,703.5,452.9333333,0.4,1.466666667,461.4
1,1552,2023-06-23,2.096333333,19.88333333,0.25,62.73333333,2.4,149.3666667,40.13333333,4.983333333,1.9,971,9.125,555.5831667,277.5071667,0.533333333,1.25,283.8166667
1,1553,2023-06-24,2.21475,20.35,0.675,62.75,8.925,148.125,25.5,8.5,2.175,970.25,11.55,465.60275,294.18275,0.45,1.5,432.725
2,1555,2023-06-26,2.164333333,17.26666667,0.7,78.61666667,3.916666667,154.025,31.36666667,7.041666667,2.441666667,971.0833333,12.00366667,261.0033333,125.8305833,0.525,1.408333333,186.6833333
2,1557,2023-06-28,2.152375,20.6125,0.725,71.575,2.8375,149.7875,33.175,6.1625,2.1375,969.25,12.67,215.4985,109.555625,0.5125,1.225,63.275
1,1558,2023-06-29,2.30075,22.375,2.2,74.15,23.925,160.8,43.65,5.875,2.375,968,15.7525,428.29175,217.744,0.3,1.15,210.125
1,1559,2023-06-30,2.04,23.16666667,0.333333333,63.83333333,1.133333333,141.8666667,34.56666667,7.3,2.666666667,969,13.29,576.3333333,358.5666667,0.566666667,1.533333333,538.8333333
1,1560,2023-07-01,1.976,22.4,0.3,50.5,1,146.7,33.1,10.1,4.6,969,9.39,1361,705.5,0.6,2,250.5
3,1563,2023-07-04,2.082,19.875,0.2,42.35,2.35,172.525,28.075,7.7,2.425,976.5,5.2675,225.393,115.3975,0.525,1.3,47.15
1,1564,2023-07-05,2.18525,15.975,1.025,68.825,7.975,147.925,28.125,7.225,2.05,974.25,8.20825,64.23225,29.30025,0.325,1.125,159.375
2,1566,2023-07-07,2.297,17.9,1.2,63.4,1.8,149.6,66.5,4,2,978,7.975,646,362.1,0,1.3,476.9
3,1569,2023-07-10,1.969666667,20.5,0.466666667,42.3,1.366666667,146.2666667,34.03333333,9.666666667,4.066666667,975.3333333,2.480333333,838.6333333,431.0333333,0.733333333,2,400.3333333
1,1570,2023-07-11,2.016142857,23.07142857,0.442857143,40.62857143,4.771428571,160.2285714,40.05714286,5.442857143,2.171428571,971.4285714,6.159285714,701.559,355.691,0.3,1.285714286,311.6142857
5,1575,2023-07-16,1.974666667,24.73333333,0.1,50.5,2.033333333,146.8666667,36.36666667,8.633333333,3.633333333,975.6666667,10.89,958.6,480.3666667,0.8,2.3,423
1,1576,2023-07-17,2.078,18,0.3,70.5,1.9,142.6,35.2,9,3.2,974,10.21,0,0.023,0.6,1.8,0
2,1578,2023-07-19,2.391,15.9,1.5,97.3,3.5,147.4,42.2,2.5,1,977,11.1,37.57,23.47,0,0.6,71.6
28,1606,2023-08-16,2.920666667,19.6,2.533333333,54.76666667,30.46666667,158.3666667,28.63333333,6.5,2.066666667,968.6666667,9.583333333,102.896,52.40766667,0.166666667,1.166666667,7.766666667
1,1607,2023-08-17,2.114,18.325,0.225,77.15,0.975,146.45,57.8,4.075,2,960.75,12.1475,211.125,100.6975,0.325,1.325,200.3
2,1609,2023-08-19,2.266,16.05,5.1,67,47.3,187.85,54.3,5.7,2.2,976,9.745,18.003,8.728,0.05,0.95,0.4
1,1610,2023-08-20,2.2285,12.7,1.75,81.8,8.85,173.8,44.8,5.25,2,978,8.715,78.35,56.0625,0.35,1.1,119.75
1,1611,2023-08-21,2.1065,22.81666667,0.633333333,43.6,7.533333333,156.65,44.63333333,5.733333333,2.25,978.3333333,7.811833333,534.2481667,282.6553333,0.366666667,1.366666667,207.65
1,1612,2023-08-22,2.029,24.3,0.5,48.3,4.4,183.9,70.3,3.8,2.3,975,11.84,856,437,0.2,1.5,414.8
3,1615,2023-08-25,2.253,21.67,1.37,56.98,15.12,162.59,32.74,8.12,2.91,978.4,11.486,457.9995,259.1413,0.31,1.89,239.43
2,1617,2023-08-27,2.361,25,2.7,51.8,28.66666667,163.0333333,36.83333333,6.166666667,2.2,975,13.57333333,549.1333333,291.3466667,0.4,1.4,242.2333333
2,1619,2023-08-29,2.4395,26.675,1.825,55.05,15.75,161.75,39.175,5.4,2.225,970,15.9375,409.6275,236.11,0.2,1.2,168.65
1,1620,2023-08-30,2.24,25,1.866666667,62.33333333,2.466666667,151.8666667,42.43333333,5.833333333,2.366666667,964.3333333,14.62333333,337,181.6053333,0.433333333,1.433333333,116.0666667
1,1621,2023-08-31,2.669,17.5,2.3,88.9,0.7,173.4,79.9,1.2,1.5,962,13.61,0,0.014,0.2,0.6,0
2,1623,2023-09-02,2.157,17.7,1.6,62.9,17.5,159.8,75.1,2.7,1.8,956,9.17,0.001,0.027,-0.1,0.7,0
1,1624,2023-09-03,2.2155,17.7,1.15,61.3,3.55,174.9,53.35,5.05,2.55,963,8.885,302.1,173.7,0.4,1.6,326.2
2,1626,2023-09-05,2.065,14.9,0.455555556,46.77777778,3.477777778,149.2333333,37.5,7.011111111,2.666666667,974.4444444,1.474222222,341.09,178.1765556,0.566666667,1.566666667,151.5222222
1,1627,2023-09-06,2.218,11.04,1.44,86.92,7.24,178.28,71.26,3.16,1.74,971.2,7.0846,50.08,22.2568,0.16,0.9,28.06
1,1628,2023-09-07,2.18575,8.9,2.2,88.25,13.975,194.8,50.8,3.125,1.425,970.75,5.11375,71.81025,45.47475,0.025,0.875,116.8
2,1630,2023-09-09,2.067,16,0.6,70.4,0.6,183,62.8,1.5,1.3,984,9.16,29.45,21.3,0.3,0.9,0.4
2,1632,2023-09-11,2.0302,26.88,0.58,32.48,4.94,148.32,35.9,12.3,4.9,971.8,8.1568,819.66,432.02,1,3.28,370.08
1,1633,2023-09-12,2.2225,17.65,1.5,66.45,9.15,165.05,59.95,2.6,1.55,966,9.92,11.135,4.9245,0,0.9,0
1,1634,2023-09-13,2.121,15.4,0.2,77.8,0.3,165.5,63,4.4,2.7,966,10.39,372.1,216,0.3,1.1,258.9
2,1636,2023-09-15,2.008,23.35,0,32,0.65,142.55,30.2,7.75,2.7,969.5,4.6925,295.85,171.6,0.85,2.05,43.6
1,1637,2023-09-16,2.384,20.4,0.9,43.25,16.3,177.65,57.15,4.55,1.85,970,5.3725,498.95,283.3,0.05,1.65,260.6
1,1638,2023-09-17,2.30725,21.4,2.85,48.4,21.825,177.725,45.5,6.425,2.8,960.75,8.3535,472.834,290.609,0.3,1.625,288.35
1,1639,2023-09-18,2.2052,12.38,3.4,75.44,23.22,191.36,46.6,4.84,2.14,962.2,8.2566,84.3262,40.4146,0.16,1.26,33.68
1,1640,2023-09-19,2.092,15.25,1.05,52,10.75,190.35,45.8,7.4,3.15,965,5.3045,754.4,391.85,0.2,2.1,511.6
2,1642,2023-09-21,2.20925,20.3125,4.1875,32.8375,49.5125,174.475,33.1875,13.2375,5.1875,976.5,3.565,595.7,349.00625,0.25,3.4125,322.075
1,1643,2023-09-22,2.0396,24.16,0.34,27.72,4.5,149.4,34.14,9.36,3.62,972.8,3.7838,561.18,292.524,0.7,2.44,210.62
2,1645,2023-09-24,2.4848,18.04,1.94,65.36,23.08,162.74,37.72,5.78,2.1,968.6,11.674,192.3458,92.8048,0.26,1.2,77.78
1,1646,2023-09-25,2.324,8.65,2.1,81.65,16.125,153.575,48.75,3.75,1.525,974,3.806,39.765,30.02875,0.2,0.75,77.925
1,1647,2023-09-26,2.285428571,19.91428571,2.171428571,48.48571429,22.54285714,176.2857143,54.78571429,5.2,2.671428571,964.5714286,7.490857143,374.4644286,227.6787143,0.271428571,1.657142857,188.6
4,1651,2023-09-30,2.2046,8.58,1.28,81.48,5.7,169.56,49.74,2.7,1.1,981.6,5.2364,90.5602,48.3384,0.22,0.68,53.84
1,1652,2023-10-01,2.032857143,12.01428571,0.071428571,54.25714286,1.3,145.1285714,33.47142857,9.957142857,3.685714286,978.5714286,3.048142857,370.4784286,227.2775714,0.871428571,2.071428571,232.8428571
1,1653,2023-10-02,2.246,11.8,3.6,84.7,18.5,172.9,57,3.6,1.9,964,9.73,123.9,56.66,0.4,0.8,156.1
1,1654,2023-10-03,2.81,12.4,13.7,62.3,78.4,168.7,44.6,5.166666667,2.133333333,966.3333333,5.865,50.099,27.53733333,0.1,0.833333333,7.033333333
3,1657,2023-10-06,2.568,9.9,2.4,80.3,0.4,145.7,85.3,2.1,1.7,969,5.843,0,0.01,0.2,0.6,0
1,1658,2023-10-07,2.388,14.55,1.4,64.35,0.6,147.85,64.4,1.9,1.25,974,8.183,175,89.315,0.6,1.1,47.05
1,1659,2023-10-08,2.095,23.55,0.15,29.25,2.75,152.65,26,7.65,2.7,965,7.3525,302.6,173.25,0.4,2.1,40.15
4,1663,2023-10-12,2.063,15.45,0.65,46.15,4.775,148.9,39.175,5.375,2.15,978.5,3.06925,283.425,154.3,0.5,1.25,61.625
4,1667,2023-10-16,2.162333333,13.03333333,0.7,61.4,2.633333333,177.1333333,73.7,1.833333333,1.7,970.3333333,4.816666667,232.9953333,138.6483333,0.166666667,0.666666667,99.06666667
2,1669,2023-10-18,2.4076,9.82,2.58,82.38,16.3,157.64,33.38,7.46,2.58,963,6.2642,9.176,5.4756,0.3,1.3,0.46
1,1670,2023-10-19,2.199,15.6,4.8,42.5,29.1,177.1,73.7,3.8,3.1,959,3.633,24.51,13.94,0.1,1.8,0.6
8,1678,2023-10-27,2.205,-4.4,2.9,72.3,10.5,144,67.7,2.1,1.3,982,-9.45,0,0.005,0.1,0.3,0
1,1679,2023-10-28,2.3175,-4.35,1.2,67.15,6.95,147.6,29.05,6.25,2.25,981,-9.57,0,0.0015,0.3,1.1,0
2,1681,2023-10-30,2.060333333,-1.333333333,0.233333333,53.93333333,0.8,144.9,25,8.066666667,2.9,984.3333333,-9.47,263.8666667,150.5733333,0.533333333,1.466666667,67.66666667
3,1684,2023-11-02,2.269,-0.6,0.5,82.9,0.8,148.9,74.6,1.7,1.4,969,-4.222,0,0.004,0.1,0.5,0
1,1685,2023-11-03,2.059,-4.88,0.16,76.88,1.24,150.26,37.84,5.36,2.26,974.6,-9.314,0,0.0024,0.28,1.02,0
3,1688,2023-11-06,2.098,2.3,0.3,88.1,0.8,147.2,25.4,11,3.4,961,-0.679,0,0,0.5,0.9,0
1,1689,2023-11-07,2.6338,2.7,10.04,91.9,40.2,185.36,38.3,4.04,1.78,960.8,0.0526,14.946,6.9258,0.08,0.98,5.46
1,1690,2023-11-08,2.215,1.5,3.9,96.1,6.3,187.7,58,4,2.4,961,0.292,0,0,-0.4,1.5,0
1,1691,2023-11-09,2.034,-2.2,0.2,89.9,2,152.2,31,8.4,3.3,978,-4.152,69.35,59.43,2.2,2,18.5
2,1693,2023-11-11,2.159,0.1,0.2,88.6,0.8,146,60.3,5.3,2.5,952,-2.215,0,0.002,0.3,0.6,0
3,1696,2023-11-14,2.675,-6,16.3,88.4,61.7,175.3,76.9,2.2,1.3,960,-10.46,0,0.001,0,0.6,0.5
3,1699,2023-11-17,2.255,-0.5,6.9,78.5,26.8,177.7,87.6,1.7,1.5,957,-3.61,0,0.003,0.1,1.2,0
1,1700,2023-11-18,2.284,-0.6,1.1,93.7,1.2,141.2,50,3.4,2,959,-0.41,0,0.001,0.2,0.5,0
1,1701,2023-11-19,2.702,-1.2,1.8,98.2,1.4,154.1,61.6,2.9,1.6,957,-1.783,91.3,83.7,0.5,0.9,166.9
3,1704,2023-11-22,2.059,-11.7,0.2,73.5,0.4,147.3,47.7,4.1,2.2,988,-16.73,0,0.004,0.5,1,0
2,1706,2023-11-24,2.274,-0.2,3.366666667,73.03333333,15,190.1,43.86666667,6.066666667,2.966666667,975,-4.616,0,0.007333333,-0.1,1.466666667,0
3,1709,2023-11-27,2.209,0.6,3.3,83.3,9.8,185.9,67.2,3,2,962,-2.502,0,0.002,0,1.6,0
1,1710,2023-11-28,2.108,2.9,2.4,61.6,9.2,180.9,58.3,2.6,1.5,965,-4.277,201,160.3,-0.1,1.5,69.9
8,1718,2023-12-06,2.801333333,1.433333333,21.53333333,69.63333333,83.26666667,173.4666667,46.36666667,6.033333333,2.366666667,960,-3.571333333,6.843,4.918666667,0.033333333,1.033333333,0.1
1,1719,2023-12-07,2.318,-7.9,4,93.1,0.7,148.9,52.1,3.5,1.7,964,-7.4,0,0.01,0,0.3,0
4,1723,2023-12-11,2.205,-10.4,5.1,58.1,29.1,190.2,28.8,3.2,1.1,981,-17.37,116.5,158.7,0.1,0.6,67
3,1726,2023-12-14,2.477333333,2.3,9.366666667,50.73333333,58.1,166.4666667,34.76666667,4.7,1.6,976,-7.532333333,98.13333333,141.9,0.033333333,1.133333333,112.7
1,1727,2023-12-15,2.3298,2.75,2.91,68.4,22.43,153.88,28.93,10.3,3.77,967.8,-2.7999,33.152,23.3681,0.21,2.62,11.65
3,1730,2023-12-18,2.2655,-7.1,1.05,84.8,0.5,176.3,69.4,3.9,3.95,960,-7.5445,12.58,6.9055,-0.15,1.5,62.5
3,1733,2023-12-21,2.12,-1.2,0.3,75.9,0.6,158.1,77.7,1.6,1.2,965,-4.842,0.068,0.188,1,1.7,0
2,1735,2023-12-23,2.306,1.4,1.8,74.7,6.1,162.9,59.8,4.7,2.6,955,-3.849,0,0.002,-0.4,3.1,0
3,1738,2023-12-26,2.5,-11.4,1.1,83.8,0.3,147.2,80.2,1.8,1.8,967,-10.99,0,0.014,0.3,1,0
2,1740,2023-12-28,2.687,-10.2,0.6,89,0.3,175.4,97.4,0.7,2.1,970,-11.33,0,0.016,-0.4,1,1.4
1,1741,2023-12-29,2.2915,-8.75,1.05,84.65,1,166.9,73.7,1.3,1.25,977.5,-9.72,0.198,0.2985,0.4,0.8,0
1,1742,2023-12-30,2.339,-7.2,0.6,82.9,0.1,149.7,76.1,2.8,2.3,970,-6.17,0.375,0.461,0.7,1.8,0
